                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     88,                0.83134,                 3.9461,                0.64215,                0.91788,                 1.2014,                0.85519,                      1,                  0.995,                0.67162,                0.48272,                    0.5,                 0.4975,                0.14925,                 1.2436,                 5.3733,                 0.6109,                 1.4166,                  1.853,              0.0012404,              0.0012404,              0.0012404
                     89,                0.81177,                 3.6831,                0.61494,                0.82855,                 1.0667,                0.85519,                      1,                  0.995,                0.67162,                0.48272,                    0.5,                 0.4975,                0.14925,                 1.2436,                 5.3733,                 0.6109,                 1.4166,                  1.853,                0.00125,                0.00125,                0.00125
                     90,                0.90443,                 3.8602,                0.70482,                0.90848,                 1.1891,                0.85519,                      1,                  0.995,                0.67162,                0.48272,                    0.5,                 0.4975,                0.14925,                 1.2436,                 5.3733,                 0.6109,                 1.4166,                  1.853,              0.0012595,              0.0012595,              0.0012595
                     91,                 0.8054,                 3.6902,                0.67376,                 0.9905,                 1.1685,                0.85519,                      1,                  0.995,                0.67162,                0.48272,                    0.5,                 0.4975,                0.14925,                 1.2436,                 5.3733,                 0.6109,                 1.4166,                  1.853,              0.0012688,              0.0012688,              0.0012688
                     92,                0.88657,                 3.4375,                0.62314,                0.90865,                 1.1922,                0.96429,                      1,                  0.995,                0.60944,                0.48581,                    0.5,                 0.4975,                  0.199,                  1.268,                 5.2309,                0.59198,                 1.2607,                  1.773,              0.0012779,              0.0012779,              0.0012779
                     93,                0.90814,                 3.5097,                0.65026,                0.91198,                   1.14,                0.96429,                      1,                  0.995,                0.60944,                0.48581,                    0.5,                 0.4975,                  0.199,                  1.268,                 5.2309,                0.59198,                 1.2607,                  1.773,               0.001287,               0.001287,               0.001287
                     94,                0.90846,                 4.0985,                0.65183,                0.88009,                 1.2408,                0.96429,                      1,                  0.995,                0.60944,                0.48581,                    0.5,                 0.4975,                  0.199,                  1.268,                 5.2309,                0.59198,                 1.2607,                  1.773,              0.0012958,              0.0012958,              0.0012958
                     95,                0.87334,                 4.1275,                0.67067,                0.94097,                 1.2317,                0.96429,                      1,                  0.995,                0.60944,                0.48581,                    0.5,                 0.4975,                  0.199,                  1.268,                 5.2309,                0.59198,                 1.2607,                  1.773,              0.0013045,              0.0013045,              0.0013045
                     96,                0.88263,                 4.2515,                0.65725,                0.99052,                 1.2742,                0.73796,                      1,                  0.995,                0.62187,                0.73796,                      1,                  0.995,                0.26119,                 1.2152,                 4.6372,                0.54884,                 1.9422,                 1.7484,              0.0013131,              0.0013131,              0.0013131
                     97,                 0.8416,                  3.565,                0.61544,                0.87577,                 1.1904,                0.73796,                      1,                  0.995,                0.62187,                0.73796,                      1,                  0.995,                0.26119,                 1.2152,                 4.6372,                0.54884,                 1.9422,                 1.7484,              0.0013215,              0.0013215,              0.0013215
                     98,                0.86925,                 3.5113,                0.71395,                 1.0065,                 1.2062,                0.73796,                      1,                  0.995,                0.62187,                0.73796,                      1,                  0.995,                0.26119,                 1.2152,                 4.6372,                0.54884,                 1.9422,                 1.7484,              0.0013297,              0.0013297,              0.0013297
                     99,                0.95798,                 4.0895,                0.67138,                0.92222,                 1.2077,                0.73796,                      1,                  0.995,                0.62187,                0.73796,                      1,                  0.995,                0.26119,                 1.2152,                 4.6372,                0.54884,                 1.9422,                 1.7484,              0.0013378,              0.0013378,              0.0013378
                    100,                 0.9692,                 3.2745,                0.63842,                 1.0586,                 1.2348,                0.53427,                      1,                  0.995,                0.42288,                0.93029,                    0.5,                 0.4975,                0.14925,                 2.0422,                  6.016,                0.58858,                 1.7468,                 2.9943,              0.0013457,              0.0013457,              0.0013457
                    101,                0.95085,                 3.4111,                0.65518,                0.87588,                 1.1991,                0.53427,                      1,                  0.995,                0.42288,                0.93029,                    0.5,                 0.4975,                0.14925,                 2.0422,                  6.016,                0.58858,                 1.7468,                 2.9943,              0.0013535,              0.0013535,              0.0013535
                    102,                 0.9942,                 3.3659,                0.66638,                0.85741,                  1.198,                0.53427,                      1,                  0.995,                0.42288,                0.93029,                    0.5,                 0.4975,                0.14925,                 2.0422,                  6.016,                0.58858,                 1.7468,                 2.9943,              0.0013476,              0.0013476,              0.0013476
                    103,                0.78013,                 3.8463,                0.69502,                0.74405,                 1.1194,                0.53427,                      1,                  0.995,                0.42288,                0.93029,                    0.5,                 0.4975,                0.14925,                 2.0422,                  6.016,                0.58858,                 1.7468,                 2.9943,              0.0013417,              0.0013417,              0.0013417
                    104,                0.97679,                 3.9281,                0.61382,                0.91804,                 1.1656,                0.71213,                      1,                  0.995,                 0.4975,                0.48244,                    0.5,                 0.4975,                0.10021,                 2.1226,                 5.4316,                0.55962,                 1.5826,                 3.1758,              0.0013358,              0.0013358,              0.0013358
                    105,                0.71749,                 3.6013,                0.63493,                0.88832,                 1.0857,                0.71213,                      1,                  0.995,                 0.4975,                0.48244,                    0.5,                 0.4975,                0.10021,                 2.1226,                 5.4316,                0.55962,                 1.5826,                 3.1758,              0.0013298,              0.0013298,              0.0013298
                    106,                0.80742,                  3.163,                0.68892,                0.95922,                 1.1694,                0.71213,                      1,                  0.995,                 0.4975,                0.48244,                    0.5,                 0.4975,                0.10021,                 2.1226,                 5.4316,                0.55962,                 1.5826,                 3.1758,              0.0013238,              0.0013238,              0.0013238
                    107,                 0.8077,                 3.4975,                0.66174,                 0.8384,                 1.1346,                0.71213,                      1,                  0.995,                 0.4975,                0.48244,                    0.5,                 0.4975,                0.10021,                 2.1226,                 5.4316,                0.55962,                 1.5826,                 3.1758,              0.0013177,              0.0013177,              0.0013177
                    108,                0.80873,                 3.5288,                0.68439,                0.89394,                 1.0902,                0.78802,                      1,                  0.995,                0.42288,                0.44687,                    0.5,                 0.4975,                0.14925,                 2.3732,                 4.9216,                0.53602,                 1.7112,                 3.0343,              0.0013116,              0.0013116,              0.0013116
                    109,                0.89268,                 3.8156,                0.69384,                0.98582,                 1.2044,                0.78802,                      1,                  0.995,                0.42288,                0.44687,                    0.5,                 0.4975,                0.14925,                 2.3732,                 4.9216,                0.53602,                 1.7112,                 3.0343,              0.0013054,              0.0013054,              0.0013054
                    110,                 1.0297,                 3.6271,                0.69365,                 1.0621,                 1.2164,                0.78802,                      1,                  0.995,                0.42288,                0.44687,                    0.5,                 0.4975,                0.14925,                 2.3732,                 4.9216,                0.53602,                 1.7112,                 3.0343,              0.0012993,              0.0012993,              0.0012993
                    111,                0.74347,                 3.6351,                0.62342,                0.79623,                 1.1775,                0.78802,                      1,                  0.995,                0.42288,                0.44687,                    0.5,                 0.4975,                0.14925,                 2.3732,                 4.9216,                0.53602,                 1.7112,                 3.0343,               0.001293,               0.001293,               0.001293
                    112,                0.73036,                 3.8281,                0.63862,                0.77867,                 1.1203,                0.72913,                      1,                  0.995,                0.48921,                0.29998,                    0.5,                 0.4975,                 0.0995,                  1.984,                 6.3626,                0.55126,                 1.2474,                 2.9907,              0.0012868,              0.0012868,              0.0012868
                    113,                0.90592,                 3.1399,                0.64819,                0.89172,                 1.2175,                0.72913,                      1,                  0.995,                0.48921,                0.29998,                    0.5,                 0.4975,                 0.0995,                  1.984,                 6.3626,                0.55126,                 1.2474,                 2.9907,              0.0012805,              0.0012805,              0.0012805
                    114,                0.90499,                 3.0018,                0.68976,                0.85673,                 1.2662,                0.72913,                      1,                  0.995,                0.48921,                0.29998,                    0.5,                 0.4975,                 0.0995,                  1.984,                 6.3626,                0.55126,                 1.2474,                 2.9907,              0.0012742,              0.0012742,              0.0012742
                    115,                0.81872,                 3.3123,                0.61416,                0.91104,                 1.1482,                0.72913,                      1,                  0.995,                0.48921,                0.29998,                    0.5,                 0.4975,                 0.0995,                  1.984,                 6.3626,                0.55126,                 1.2474,                 2.9907,              0.0012678,              0.0012678,              0.0012678
                    116,                  1.016,                 3.2343,                0.65853,                0.97675,                 1.3344,                0.82489,                      1,                  0.995,                0.34825,                0.23506,                    0.5,                0.24875,                0.02488,                  2.044,                 7.5012,                0.54751,                 1.1606,                 3.3003,              0.0012614,              0.0012614,              0.0012614
                    117,                 0.7807,                 2.7484,                0.65187,                0.78163,                 1.1786,                0.82489,                      1,                  0.995,                0.34825,                0.23506,                    0.5,                0.24875,                0.02488,                  2.044,                 7.5012,                0.54751,                 1.1606,                 3.3003,               0.001255,               0.001255,               0.001255
                    118,                0.65894,                  3.047,                0.64654,                0.71989,                 1.1063,                0.82489,                      1,                  0.995,                0.34825,                0.23506,                    0.5,                0.24875,                0.02488,                  2.044,                 7.5012,                0.54751,                 1.1606,                 3.3003,              0.0012485,              0.0012485,              0.0012485
                    119,                0.99651,                  3.545,                0.71299,                0.95644,                 1.2734,                0.82489,                      1,                  0.995,                0.34825,                0.23506,                    0.5,                0.24875,                0.02488,                  2.044,                 7.5012,                0.54751,                 1.1606,                 3.3003,               0.001242,               0.001242,               0.001242
                    120,                0.72054,                 3.5987,                0.64359,                0.83462,                 1.0905,                0.92905,                      1,                  0.995,                 0.4975,                0.24643,                0.49286,                0.24875,                0.04975,                 1.9718,                 7.2767,                0.53901,                0.90043,                 3.0169,              0.0012355,              0.0012355,              0.0012355
                    121,                0.81013,                 3.7612,                0.63338,                0.76867,                 1.0995,                0.92905,                      1,                  0.995,                 0.4975,                0.24643,                0.49286,                0.24875,                0.04975,                 1.9718,                 7.2767,                0.53901,                0.90043,                 3.0169,              0.0012289,              0.0012289,              0.0012289
                    122,                  1.014,                  2.781,                0.62274,                0.87366,                 1.2311,                0.92905,                      1,                  0.995,                 0.4975,                0.24643,                0.49286,                0.24875,                0.04975,                 1.9718,                 7.2767,                0.53901,                0.90043,                 3.0169,              0.0012223,              0.0012223,              0.0012223
                    123,                 0.7931,                 2.9447,                0.60084,                0.77575,                 1.0897,                0.92905,                      1,                  0.995,                 0.4975,                0.24643,                0.49286,                0.24875,                0.04975,                 1.9718,                 7.2767,                0.53901,                0.90043,                 3.0169,              0.0012157,              0.0012157,              0.0012157
                    124,                0.94083,                 2.9595,                0.67071,                 1.0899,                 1.2721,                0.94509,                      1,                  0.995,                 0.4975,                0.48382,                    0.5,                 0.4975,                0.14925,                 1.8907,                 6.8875,                0.53219,                 1.0029,                 2.5455,               0.001209,               0.001209,               0.001209
                    125,                 0.7329,                 3.4475,                0.61457,                0.73379,                 1.1033,                0.94509,                      1,                  0.995,                 0.4975,                0.48382,                    0.5,                 0.4975,                0.14925,                 1.8907,                 6.8875,                0.53219,                 1.0029,                 2.5455,              0.0012023,              0.0012023,              0.0012023
                    126,                0.81567,                 3.1067,                0.66768,                0.82205,                 1.1658,                0.94509,                      1,                  0.995,                 0.4975,                0.48382,                    0.5,                 0.4975,                0.14925,                 1.8907,                 6.8875,                0.53219,                 1.0029,                 2.5455,              0.0011956,              0.0011956,              0.0011956
                    127,                0.71477,                 3.2957,                0.64046,                0.84428,                 1.1121,                0.94509,                      1,                  0.995,                 0.4975,                0.48382,                    0.5,                 0.4975,                0.14925,                 1.8907,                 6.8875,                0.53219,                 1.0029,                 2.5455,              0.0011889,              0.0011889,              0.0011889
                    128,                0.80467,                  2.923,                0.64962,                 0.7979,                  1.146,                 0.9486,                      1,                  0.995,                0.44775,                0.48508,                    0.5,                 0.4975,                0.14925,                 2.1118,                 6.1075,                0.51661,                 1.0045,                 2.8038,              0.0011821,              0.0011821,              0.0011821
                    129,                0.73466,                 3.0166,                0.61425,                0.75159,                   1.09,                 0.9486,                      1,                  0.995,                0.44775,                0.48508,                    0.5,                 0.4975,                0.14925,                 2.1118,                 6.1075,                0.51661,                 1.0045,                 2.8038,              0.0011753,              0.0011753,              0.0011753
                    130,                0.84995,                 3.9845,                0.62702,                 0.7853,                 1.1415,                 0.9486,                      1,                  0.995,                0.44775,                0.48508,                    0.5,                 0.4975,                0.14925,                 2.1118,                 6.1075,                0.51661,                 1.0045,                 2.8038,              0.0011685,              0.0011685,              0.0011685
                    131,                0.80623,                 3.5709,                 0.6098,                0.81352,                 1.1594,                 0.9486,                      1,                  0.995,                0.44775,                0.48508,                    0.5,                 0.4975,                0.14925,                 2.1118,                 6.1075,                0.51661,                 1.0045,                 2.8038,              0.0011616,              0.0011616,              0.0011616
                    132,                0.79138,                 3.8775,                0.65439,                0.82653,                 1.1532,                0.96134,                      1,                  0.995,                0.42287,                0.96134,                      1,                  0.995,                0.34825,                 2.1587,                 4.3179,                0.47627,                 1.3523,                 3.4548,              0.0011547,              0.0011547,              0.0011547
                    133,                0.73858,                 2.1509,                 0.6909,                0.79345,                 1.1401,                0.96134,                      1,                  0.995,                0.42287,                0.96134,                      1,                  0.995,                0.34825,                 2.1587,                 4.3179,                0.47627,                 1.3523,                 3.4548,              0.0011478,              0.0011478,              0.0011478
                    134,                0.95483,                 2.9686,                0.66509,                0.94539,                 1.2811,                0.96134,                      1,                  0.995,                0.42287,                0.96134,                      1,                  0.995,                0.34825,                 2.1587,                 4.3179,                0.47627,                 1.3523,                 3.4548,              0.0011409,              0.0011409,              0.0011409
                    135,                0.68578,                 2.9063,                0.66269,                0.82863,                 1.1352,                0.96134,                      1,                  0.995,                0.42287,                0.96134,                      1,                  0.995,                0.34825,                 2.1587,                 4.3179,                0.47627,                 1.3523,                 3.4548,              0.0011339,              0.0011339,              0.0011339
                    136,                0.76146,                 3.0853,                0.64121,                0.72051,                 1.1026,                0.95885,                      1,                  0.995,                 0.4975,                0.95885,                      1,                  0.995,                 0.2985,                 1.9175,                 4.1362,                0.46334,                0.86714,                 3.1335,              0.0011269,              0.0011269,              0.0011269
                    137,                0.88141,                 2.8535,                0.65556,                 0.8398,                 1.1585,                0.95885,                      1,                  0.995,                 0.4975,                0.95885,                      1,                  0.995,                 0.2985,                 1.9175,                 4.1362,                0.46334,                0.86714,                 3.1335,              0.0011199,              0.0011199,              0.0011199
                    138,                0.89005,                 3.5965,                0.60393,                0.74975,                 1.0935,                0.95885,                      1,                  0.995,                 0.4975,                0.95885,                      1,                  0.995,                 0.2985,                 1.9175,                 4.1362,                0.46334,                0.86714,                 3.1335,              0.0011129,              0.0011129,              0.0011129
                    139,                0.89924,                 2.8912,                0.67197,                0.80917,                  1.278,                0.95885,                      1,                  0.995,                 0.4975,                0.95885,                      1,                  0.995,                 0.2985,                 1.9175,                 4.1362,                0.46334,                0.86714,                 3.1335,              0.0011058,              0.0011058,              0.0011058
                    140,                0.74272,                  4.137,                0.61604,                0.80341,                 1.1185,                0.95579,                      1,                  0.995,                0.44775,                0.95579,                      1,                  0.995,                  0.398,                 1.5692,                 3.6855,                 0.4408,                 1.0916,                 2.1258,              0.0010987,              0.0010987,              0.0010987
                    141,                 0.7789,                 3.0151,                0.63223,                0.80402,                 1.0987,                0.95579,                      1,                  0.995,                0.44775,                0.95579,                      1,                  0.995,                  0.398,                 1.5692,                 3.6855,                 0.4408,                 1.0916,                 2.1258,              0.0010916,              0.0010916,              0.0010916
                    142,                0.61346,                  2.592,                0.64455,                0.69414,                 1.0863,                0.95579,                      1,                  0.995,                0.44775,                0.95579,                      1,                  0.995,                  0.398,                 1.5692,                 3.6855,                 0.4408,                 1.0916,                 2.1258,              0.0010845,              0.0010845,              0.0010845
                    143,                0.82188,                 3.6023,                0.61816,                0.90217,                 1.1774,                0.95579,                      1,                  0.995,                0.44775,                0.95579,                      1,                  0.995,                  0.398,                 1.5692,                 3.6855,                 0.4408,                 1.0916,                 2.1258,              0.0010774,              0.0010774,              0.0010774
                    144,                0.73971,                 2.5228,                0.66235,                0.71047,                 1.1565,                0.95365,                      1,                  0.995,                0.74625,                0.48539,                    0.5,                 0.4975,                0.24875,                 1.1066,                 5.1547,                0.47889,                 0.7828,                 1.5641,              0.0010702,              0.0010702,              0.0010702
                    145,                0.82682,                 2.9674,                0.63344,                0.79207,                 1.1108,                0.95365,                      1,                  0.995,                0.74625,                0.48539,                    0.5,                 0.4975,                0.24875,                 1.1066,                 5.1547,                0.47889,                 0.7828,                 1.5641,               0.001063,               0.001063,               0.001063
                    146,                0.79891,                 3.1784,                0.65276,                0.81975,                 1.1733,                0.95365,                      1,                  0.995,                0.74625,                0.48539,                    0.5,                 0.4975,                0.24875,                 1.1066,                 5.1547,                0.47889,                 0.7828,                 1.5641,              0.0010559,              0.0010559,              0.0010559
                    147,                0.72294,                 2.1695,                0.67898,                 0.7242,                 1.0608,                0.95365,                      1,                  0.995,                0.74625,                0.48539,                    0.5,                 0.4975,                0.24875,                 1.1066,                 5.1547,                0.47889,                 0.7828,                 1.5641,              0.0010486,              0.0010486,              0.0010486
                    148,                 0.7666,                 2.8331,                 0.6523,                0.79754,                 1.0798,                0.90734,                      1,                  0.995,                0.64675,                0.96593,                    0.5,                 0.4975,                0.22387,                 1.1002,                 6.2421,                 0.4983,                 1.0979,                 1.6364,              0.0010414,              0.0010414,              0.0010414
                    149,                0.68267,                 2.4164,                0.64367,                0.67231,                 1.0747,                0.90734,                      1,                  0.995,                0.64675,                0.96593,                    0.5,                 0.4975,                0.22387,                 1.1002,                 6.2421,                 0.4983,                 1.0979,                 1.6364,              0.0010342,              0.0010342,              0.0010342
                    150,                0.71109,                 2.3133,                0.60946,                0.70695,                 1.0938,                0.90734,                      1,                  0.995,                0.64675,                0.96593,                    0.5,                 0.4975,                0.22387,                 1.1002,                 6.2421,                 0.4983,                 1.0979,                 1.6364,              0.0010269,              0.0010269,              0.0010269
                    151,                0.77324,                 2.7366,                0.59471,                0.74245,                 1.1473,                0.90734,                      1,                  0.995,                0.64675,                0.96593,                    0.5,                 0.4975,                0.22387,                 1.1002,                 6.2421,                 0.4983,                 1.0979,                 1.6364,              0.0010196,              0.0010196,              0.0010196
                    152,                 0.7326,                 3.0259,                0.61283,                0.69191,                 1.0998,                0.94107,                      1,                  0.995,                0.61358,                0.45578,                    0.5,                 0.4975,                0.16583,                 1.1968,                 6.7145,                0.50721,                 1.0876,                 1.6932,              0.0010123,              0.0010123,              0.0010123
                    153,                0.61913,                 2.4209,                0.62599,                0.60795,                0.98714,                0.94107,                      1,                  0.995,                0.61358,                0.45578,                    0.5,                 0.4975,                0.16583,                 1.1968,                 6.7145,                0.50721,                 1.0876,                 1.6932,               0.001005,               0.001005,               0.001005
                    154,                0.73451,                  2.814,                0.62221,                0.76944,                 1.0848,                0.94107,                      1,                  0.995,                0.61358,                0.45578,                    0.5,                 0.4975,                0.16583,                 1.1968,                 6.7145,                0.50721,                 1.0876,                 1.6932,             0.00099769,             0.00099769,             0.00099769
                    155,                0.65272,                 2.9964,                0.65367,                0.66989,                 1.0263,                0.94107,                      1,                  0.995,                0.61358,                0.45578,                    0.5,                 0.4975,                0.16583,                 1.1968,                 6.7145,                0.50721,                 1.0876,                 1.6932,             0.00099036,             0.00099036,             0.00099036
                    156,                0.72714,                 2.7983,                0.60586,                 0.7074,                 1.0106,                0.93705,                      1,                  0.995,                0.66333,                0.46795,                    0.5,                 0.4975,                  0.199,                 1.0791,                 5.9497,                0.46275,                 1.1117,                 1.6727,             0.00098301,             0.00098301,             0.00098301
                    157,                0.66338,                 2.2666,                 0.6197,                0.66125,                 1.0267,                0.93705,                      1,                  0.995,                0.66333,                0.46795,                    0.5,                 0.4975,                  0.199,                 1.0791,                 5.9497,                0.46275,                 1.1117,                 1.6727,             0.00097565,             0.00097565,             0.00097565
                    158,                0.57245,                 2.7182,                0.64238,                0.65875,                 1.0483,                0.93705,                      1,                  0.995,                0.66333,                0.46795,                    0.5,                 0.4975,                  0.199,                 1.0791,                 5.9497,                0.46275,                 1.1117,                 1.6727,             0.00096828,             0.00096828,             0.00096828
                    159,                0.76498,                 2.7693,                 0.6363,                0.83707,                 1.1809,                0.93705,                      1,                  0.995,                0.66333,                0.46795,                    0.5,                 0.4975,                  0.199,                 1.0791,                 5.9497,                0.46275,                 1.1117,                 1.6727,              0.0009609,              0.0009609,              0.0009609
                    160,                0.68156,                 2.9222,                0.61422,                0.72232,                 1.0791,                0.93914,                      1,                  0.995,                0.62187,                0.93914,                      1,                  0.995,                 0.2985,                  1.309,                 4.7664,                0.44477,                0.89875,                 1.7295,             0.00095351,             0.00095351,             0.00095351
                    161,                 0.7916,                 2.5217,                 0.6648,                0.87263,                 1.1422,                0.93914,                      1,                  0.995,                0.62187,                0.93914,                      1,                  0.995,                 0.2985,                  1.309,                 4.7664,                0.44477,                0.89875,                 1.7295,             0.00094611,             0.00094611,             0.00094611
                    162,                0.64057,                 2.7824,                0.64718,                0.68047,                 1.0806,                0.93914,                      1,                  0.995,                0.62187,                0.93914,                      1,                  0.995,                 0.2985,                  1.309,                 4.7664,                0.44477,                0.89875,                 1.7295,             0.00093869,             0.00093869,             0.00093869
                    163,                0.69716,                 2.8203,                0.64378,                0.67405,                 1.0709,                0.93914,                      1,                  0.995,                0.62187,                0.93914,                      1,                  0.995,                 0.2985,                  1.309,                 4.7664,                0.44477,                0.89875,                 1.7295,             0.00093128,             0.00093128,             0.00093128
                    164,                0.73901,                 2.8058,                0.66296,                0.87798,                 1.1617,                0.96242,                      1,                  0.995,                0.54725,                0.96242,                      1,                  0.995,                0.24875,                 1.5293,                 4.5816,                0.44052,                0.96225,                 2.1017,             0.00092385,             0.00092385,             0.00092385
                    165,                0.75787,                 2.6529,                0.63952,                0.77654,                  1.084,                0.96242,                      1,                  0.995,                0.54725,                0.96242,                      1,                  0.995,                0.24875,                 1.5293,                 4.5816,                0.44052,                0.96225,                 2.1017,             0.00091641,             0.00091641,             0.00091641
                    166,                 0.7074,                 2.9144,                0.66546,                0.76761,                 1.0935,                0.96242,                      1,                  0.995,                0.54725,                0.96242,                      1,                  0.995,                0.24875,                 1.5293,                 4.5816,                0.44052,                0.96225,                 2.1017,             0.00090897,             0.00090897,             0.00090897
                    167,                 0.5936,                 2.5781,                0.59394,                0.61588,                 1.0142,                0.96242,                      1,                  0.995,                0.54725,                0.96242,                      1,                  0.995,                0.24875,                 1.5293,                 4.5816,                0.44052,                0.96225,                 2.1017,             0.00090153,             0.00090153,             0.00090153
                    168,                0.72671,                 2.7663,                 0.6711,                0.68266,                 1.1275,                 0.9696,                      1,                  0.995,                0.54725,                 0.9696,                      1,                  0.995,                0.34825,                 1.5461,                 4.0309,                0.42432,                0.78941,                 2.2519,             0.00089407,             0.00089407,             0.00089407
                    169,                0.80219,                 2.6916,                0.64146,                0.78081,                 1.1334,                 0.9696,                      1,                  0.995,                0.54725,                 0.9696,                      1,                  0.995,                0.34825,                 1.5461,                 4.0309,                0.42432,                0.78941,                 2.2519,             0.00088662,             0.00088662,             0.00088662
                    170,                0.71803,                  2.532,                  0.619,                0.71183,                 1.1086,                 0.9696,                      1,                  0.995,                0.54725,                 0.9696,                      1,                  0.995,                0.34825,                 1.5461,                 4.0309,                0.42432,                0.78941,                 2.2519,             0.00087916,             0.00087916,             0.00087916
                    171,                0.68263,                 2.9028,                0.60747,                0.63511,                 1.0088,                 0.9696,                      1,                  0.995,                0.54725,                 0.9696,                      1,                  0.995,                0.34825,                 1.5461,                 4.0309,                0.42432,                0.78941,                 2.2519,             0.00087169,             0.00087169,             0.00087169
                    172,                0.77168,                 2.9079,                0.57568,                0.70329,                 1.0554,                 0.9709,                      1,                  0.995,                  0.597,                 0.9709,                      1,                  0.995,                0.34825,                 1.4592,                 3.4183,                0.40885,                0.66834,                 2.0495,             0.00086422,             0.00086422,             0.00086422
                    173,                0.75151,                 2.8462,                0.63116,                 0.7324,                 1.1144,                 0.9709,                      1,                  0.995,                  0.597,                 0.9709,                      1,                  0.995,                0.34825,                 1.4592,                 3.4183,                0.40885,                0.66834,                 2.0495,             0.00085675,             0.00085675,             0.00085675
